employee_ID,distance_in_m,time_in_s,CO2_in_g,category
735,3600,234.72652063207866,440.28,car
736,3600,465.4377121158319,180.0,public
737,3600,522.2460624133015,180.0,public
738,3600,615.3550360385087,180.0,public
739,3600,487.59039162227356,180.0,public
740,3600,538.268912952938,180.0,public
741,3600,539.7421432195201,180.0,public
742,3600,616.1070621890173,180.0,public
743,3600,230.97986686139575,440.28,car
744,3600,469.686317421509,180.0,public
745,3600,553.6419235625299,180.0,public
746,3600,989.6085603944969,18.0,bike
747,3600,687.9559943626591,180.0,public
748,3600,268.55205864212445,440.28,car
749,3600,274.51558932763044,440.28,car
750,3600,663.8475426135781,180.0,public
751,3600,533.1533618866459,180.0,public
752,3600,535.341420468461,180.0,public
753,3600,297.34874950263946,440.28,car
754,3600,416.0707904043243,180.0,public
755,3600,337.6143365946724,440.28,car
756,3600,492.82364653846065,180.0,public
757,3600,488.7680481732883,180.0,public
758,3600,607.236332589171,180.0,public
759,3600,535.0480757578546,180.0,public
760,3600,258.3831396029166,440.28,car
761,3600,551.7587654130235,180.0,public
762,3600,582.867531027995,180.0,public
763,3600,528.8696336300476,180.0,public
764,3600,644.6712262947914,180.0,public
765,3600,525.5352944622065,180.0,public
766,3600,520.3534553442876,180.0,public
767,3600,481.70475394801724,180.0,public
768,3600,287.3198606202027,440.28,car
769,3600,584.0754110358873,180.0,public
770,3600,249.64852519728734,440.28,car
771,3600,237.85457107549087,440.28,car
772,3600,564.6470621629483,180.0,public
773,3600,228.83069044392283,440.28,car
774,3600,1011.7977754874951,18.0,bike
775,3600,269.67682514139057,440.28,car
776,3600,273.5150594253646,440.28,car
777,3600,470.41297689437596,180.0,public
778,3600,951.6683976252721,18.0,bike
779,3600,301.0496257252715,440.28,car
780,3600,497.3453945045037,180.0,public
781,3600,507.6504085548027,180.0,public
782,3600,488.1488409126704,180.0,public
783,3600,567.3948408776737,180.0,public
784,3600,442.9982194303986,180.0,public
785,3600,297.5864330940649,440.28,car
786,3600,516.5578578596812,180.0,public
787,3600,504.5701575631655,180.0,public
788,3600,244.48557609525685,440.28,car
789,3600,524.6573614043814,180.0,public
790,3600,283.4986941786047,440.28,car
791,3600,561.0647904186297,180.0,public
792,3600,246.56186675445304,440.28,car
793,3600,563.8694983457136,180.0,public
794,3600,291.35673086460343,440.28,car
795,3600,468.3669888219104,180.0,public
796,3600,452.52636381838494,180.0,public
797,3600,261.5847206099953,440.28,car
798,3600,569.8485174785089,180.0,public
799,3600,276.43791061925157,440.28,car
800,3600,235.38715292223617,440.28,car
801,3600,465.96759733492837,180.0,public
802,3600,251.00694962705637,440.28,car
803,3600,268.7043648931766,440.28,car
804,3600,638.6133576630156,180.0,public
805,3600,579.5550005873083,180.0,public
806,3600,279.7640841704943,440.28,car
807,3600,583.0417227932214,180.0,public
808,3600,252.21925425149266,440.28,car
809,3600,261.31478309269687,440.28,car
810,3600,547.2567199069472,180.0,public
811,3600,275.7361185844892,440.28,car
812,3600,300.68303814243797,440.28,car
813,3600,250.21028599209106,440.28,car
814,3600,602.9912710834096,180.0,public
815,3600,280.43627875628925,440.28,car
816,3600,456.03573486933215,180.0,public
817,3600,201.96770347188672,440.28,car
818,3600,496.54582253895694,180.0,public
819,3600,268.826832611138,440.28,car
820,3600,247.2419807585542,440.28,car
821,3600,250.06096706560515,440.28,car
822,3600,243.36742089810835,440.28,car
823,3600,275.199780896167,440.28,car
824,3600,484.81756850867674,180.0,public
825,3600,247.1318401672115,440.28,car
826,3600,521.7338710026575,180.0,public
827,3600,529.5392571565301,180.0,public
828,3600,899.2599469008321,18.0,bike
829,3600,286.38851361826994,440.28,car
830,3600,542.659111638957,180.0,public
831,3600,553.9565260921217,180.0,public
832,3600,516.9089422069113,180.0,public
833,3600,499.4341894798439,180.0,public
834,3600,596.5422496818425,180.0,public
835,3600,501.5093152043361,180.0,public
836,3600,227.91473203120395,440.28,car
837,3600,501.0314675910214,180.0,public
838,3600,512.575004225815,180.0,public
839,3600,287.7685280821408,440.28,car
840,3600,270.30576866584516,440.28,car
841,3600,262.11925634393543,440.28,car
842,3600,520.5017360246277,180.0,public
843,3600,563.3106606897791,180.0,public
844,3600,278.36251214191515,440.28,car
845,3600,463.7441312194158,180.0,public
846,3600,576.9385937885498,180.0,public
847,3600,553.1600852521016,180.0,public
848,3600,517.8711664333499,180.0,public
849,3600,484.57630683804365,180.0,public
850,3600,479.26060210066083,180.0,public
851,3600,522.2518018126657,180.0,public
852,3600,565.6421094964611,180.0,public
853,3600,520.29597689821,180.0,public
854,3600,234.43862833818199,440.28,car
855,3600,250.69156673428054,440.28,car
856,3600,227.54328926515257,440.28,car
857,3600,263.87238832114895,440.28,car
858,3600,533.96462518094,180.0,public
859,3600,534.386995661593,180.0,public
860,3600,255.27320879761388,440.28,car
861,3600,272.9257137354207,440.28,car
862,3600,212.73962696256092,440.28,car
863,3600,497.46089332858446,180.0,public
864,3600,488.2458057785233,180.0,public
865,3600,268.88123194595266,440.28,car
866,3600,503.8151290527204,180.0,public
867,3600,582.3604540765044,180.0,public
868,3600,254.86832875010606,440.28,car
869,3600,462.3756604874572,180.0,public
870,3600,510.1768758008374,180.0,public
871,3600,787.1053897954077,18.0,bike
872,3600,264.9031476604624,440.28,car
873,3600,585.5556772240759,180.0,public
874,3600,541.079620569462,180.0,public
875,3600,520.0779179871994,180.0,public
876,3600,442.4637317785268,180.0,public
877,3600,296.7570182812286,440.28,car
878,3600,317.0258078393329,440.28,car
879,3600,563.1823066459135,180.0,public
880,3600,464.19002370285307,180.0,public
881,3600,267.9708524745996,440.28,car
882,3600,535.8327685924638,180.0,public
883,3600,585.7811625351775,180.0,public
884,3600,668.9492680870229,180.0,public
885,3600,292.94364428906385,440.28,car
886,3600,260.6477337585964,440.28,car
887,3600,621.9262606753134,180.0,public
888,3600,521.4522734885438,180.0,public
889,3600,482.9176138009683,180.0,public
890,3600,612.343415317418,180.0,public
891,3600,261.38060573826937,440.28,car
892,3600,572.9212757354991,180.0,public
893,3600,268.62254710906524,440.28,car
894,3600,539.4400293060389,180.0,public
895,3600,236.29525359862004,440.28,car
896,3600,249.12172337666263,440.28,car
897,3600,274.0247969331123,440.28,car
898,3600,468.8044812979946,180.0,public
899,3600,556.6942911447481,180.0,public
900,3600,279.8870000002283,440.28,car
901,3600,272.70917114397645,440.28,car
902,3600,247.4706881671469,440.28,car
903,3600,455.755326118536,180.0,public
904,3600,527.5129783590539,180.0,public
905,3600,464.7409264590131,180.0,public
906,3600,887.7393956963157,18.0,bike
907,3600,493.726758204032,180.0,public
908,3600,307.0691758576576,440.28,car
909,3600,267.34319689005594,440.28,car
910,3600,562.3440244773245,180.0,public
911,3600,226.69669282532172,440.28,car
912,3600,522.2653768567602,180.0,public
913,3600,541.1494945296527,180.0,public
914,3600,522.4104054736412,180.0,public
915,3600,531.960163432578,180.0,public
916,3600,520.2993821658484,180.0,public
917,3600,523.2452476058808,180.0,public
918,3600,249.81397605909672,440.28,car
919,3600,233.4377860630368,440.28,car
920,3600,463.75233244819003,180.0,public
921,3600,522.1517866616193,180.0,public
922,3600,497.0739934421592,180.0,public
923,3600,302.219245091272,440.28,car
924,3600,246.02440943555646,440.28,car
925,3600,232.59206379256338,440.28,car
926,3600,246.58459195722781,440.28,car
927,3600,243.9657825015425,440.28,car
928,3600,510.13042345831536,180.0,public
929,3600,499.68578216132,180.0,public
930,3600,529.2354853022682,180.0,public
931,3600,545.7343064214165,180.0,public
932,3600,461.87423388454795,180.0,public
933,3600,484.0345807719175,180.0,public
934,3600,234.41359343827418,440.28,car
935,3600,433.41787996840964,180.0,public
936,3600,232.93703119718785,440.28,car
937,3600,566.5672414992551,180.0,public
938,3600,260.0084745510086,440.28,car
939,3600,472.7802927593721,180.0,public
940,3600,488.7707022110079,180.0,public
941,3600,556.50307041597,180.0,public
942,3600,468.5141227444999,180.0,public
943,3600,572.948944282475,180.0,public
944,3600,599.1369790664596,180.0,public
945,3600,252.8993241217003,440.28,car
946,3600,512.9911912819545,180.0,public
947,3600,781.3656768437463,18.0,bike
948,3600,475.1929660353992,180.0,public
949,3600,560.691675939984,180.0,public
950,3600,264.23416973746544,440.28,car
951,3600,248.69538712297205,440.28,car
952,3600,208.91991662932625,440.28,car
953,3600,898.7230230225953,18.0,bike
954,3600,329.1897690332893,440.28,car
955,3600,284.6094358875193,440.28,car
956,3600,472.38394126335237,180.0,public
957,3600,432.98699638664834,180.0,public
958,3600,510.6010334155864,180.0,public
959,3600,586.004319624079,180.0,public
960,3600,478.82297224351646,180.0,public
961,3600,254.18543128951256,440.28,car
962,3600,276.28550104839525,440.28,car
963,3600,500.2664666292297,180.0,public
964,3600,291.77387374521163,440.28,car
965,3600,588.4470203362405,180.0,public
966,3600,534.6141840792814,180.0,public
967,3600,297.0473386508457,440.28,car
968,3600,456.3591904159006,180.0,public
969,3600,248.0931742335656,440.28,car
970,3600,534.1021968723422,180.0,public
971,3600,540.1370495091961,180.0,public
972,3600,529.4327822382248,180.0,public
973,3600,450.16641699973803,180.0,public
974,3600,240.40064483296356,440.28,car
975,3600,544.5112903648129,180.0,public
976,3600,499.2450176124723,180.0,public
977,3600,618.6184794142935,180.0,public
978,3600,269.9817010664632,440.28,car
979,3600,520.1306414580214,180.0,public
980,3600,542.5511685215326,180.0,public
981,3600,565.8634017499236,180.0,public
982,3600,255.5929669231429,440.28,car
983,3600,244.61136937186237,440.28,car
984,3600,560.523166494014,180.0,public
985,3600,499.6887747692715,180.0,public
986,3600,223.61787528758293,440.28,car
987,3600,475.65720939866947,180.0,public
988,3600,517.6954549122974,180.0,public
989,3600,511.1134119191961,180.0,public
990,3600,272.4913371568523,440.28,car
991,3600,230.79191514293447,440.28,car
992,3600,603.2958918534741,180.0,public
993,3600,300.36146987820035,440.28,car
994,3600,521.4131239217173,180.0,public
995,3600,566.6274193608323,180.0,public
996,3600,512.1284593175848,180.0,public
997,3600,248.2354450475125,440.28,car
998,3600,274.5092301503554,440.28,car
999,3600,344.3898526264896,440.28,car
